Accession.trimmed,Gene.Symbol
G3V258,G3V258
G3V3S8,G3V3S8
J3KTF9,J3KTF9
Q1PSX1,Q1PSX1
Q7Z375,Q7Z375
Q7Z3R7,Q7Z3R7
A0A024R6S1,A0A024R6S1
A0A0A7C4N1,A0A0A7C4N1
A0A0A7C4Z4,A0A0A7C4Z4
A0A0A7C630,A0A0A7C630
A0A0A7C8K2,A0A0A7C8K2
A0A0A7C963,A0A0A7C963
D2K946,D2K946
E5RI01,E5RI01
E9PGB1,E9PGB1
E9PK26,E9PK26
E9PP98,E9PP98
E9PRT7,E9PRT7
G3V225,G3V225
H2BDQ4,H2BDQ4
Q29RX9,Q29RX9
B0L3P7,B0L3P7
B1AKH8,B1AKH8
B7Z215,B7Z215
B7Z3M9,B7Z3M9
B7Z6I6,B7Z6I6
G0LNT6,G0LNT6
Q16028,Q16028
Q6ZV30,Q6ZV30
Q8N843,Q8N843
Q8N9A9,Q8N9A9
Q9P1K4,Q9P1K4
A0A193AUC0,A0A193AUC0
F5H7T7,F5H7T7
H0YBH9,H0YBH9
H0YHT0,H0YHT0
H0YJ01,H0YJ01
B4DEX1,B4DEX1
C7FDQ5,C7FDQ5
E5RGN5,E5RGN5
E9KXU7,E9KXU7
E9KXW2,E9KXW2
F4YTC6,F4YTC6
F5GYF7,F5GYF7
F5H0F1,F5H0F1
U3KQB8,U3KQB8
U3KQG4,U3KQG4
A0A0A0MRR6,A0A0A0MRR6
A0A0A0MT93,A0A0A0MT93
U3KQH0,U3KQH0
A0A059QUX8,A0A059QUX8
A7UP02,A7UP02
A8K004,A8K004
A8K179,A8K179
A8K3B9,A8K3B9
A8K6B4,A8K6B4
A8KAE0,A8KAE0
H0Y8L3,H0Y8L3
H0YMJ6,H0YMJ6
H0YML7,H0YML7
I3L139,I3L139
I3L2F1,I3L2F1
I3L4Q8,I3L4Q8
I4DSV7,I4DSV7
O14892,O14892
Q53GL1,Q53GL1
Q5ZGJ0,Q5ZGJ0
C0LJA9,C0LJA9
C9WCX7,C9WCX7
F6IQA6,F6IQA6
I3L357,I3L357
I3L459,I3L459
I3L4B1,I3L4B1
O43459,O43459
Q32Q25,Q32Q25
Q5TBG7,Q5TBG7
Q6UWI1,Q6UWI1
Q6ZS31,Q6ZS31
A0A060VHY2,A0A060VHY2
A0PJE4,A0PJE4
F2X5X4,F2X5X4
F2Z2S2,F2Z2S2
F2Z349,F2Z349
J3KSV6,J3KSV6
Q19K87,Q19K87
Q86UW5,Q86UW5
A0S6X3,A0S6X3
A0SD91,A0SD91
C0LAB3,C0LAB3
H7C0D8,H7C0D8
H7C153,H7C153
H7C2D7,H7C2D7
H7C3J5,H7C3J5
H7C4I2,H7C4I2
H7C4Z4,H7C4Z4
J3KT42,J3KT42
K7ELG1,K7ELG1
K7EPX1,K7EPX1
K7EQ14,K7EQ14
K7ES21,K7ES21
K7ES94,K7ES94
O19529,O19529
O78079,O78079
O95973,O95973
Q5I6Y5,Q5I6Y5
Q5JZM7,Q5JZM7
Q7YEF8,Q7YEF8
V9HW78,V9HW78
V5LET0,V5LET0
A0A0C4DG53,A0A0C4DG53
A0A0C4DFN0,A0A0C4DFN0
A0A0D5CBA3,A0A0D5CBA3
A0A0E3DDH5,A0A0E3DDH5
A0A0U1RR61,A0A0U1RR61
A0A0U1RRG6,A0A0U1RRG6
A0A0D9SF05,A0A0D9SF05
A0A0E3DCE1,A0A0E3DCE1
A0A0E3DD13,A0A0E3DD13
A0A0E3DDE9,A0A0E3DDE9
A0A0E3DDJ4,A0A0E3DDJ4
A0A0G2JMD7,A0A0G2JMD7
A0A0H3W5I8,A0A0H3W5I8
A0A141AZ93,A0A141AZ93
A0A142J2B1,A0A142J2B1
A0A0G2R1L3,A0A0G2R1L3
A0A0G2R168,A0A0G2R168
A0A0G3VTM3,A0A0G3VTM3
A0A0G4PYQ8,A0A0G4PYQ8
A0A0G4PZK1,A0A0G4PZK1
A0A143FZ75,A0A143FZ75
A0A0S4XRJ4,A0A0S4XRJ4
A0A0S4XRW0,A0A0S4XRW0
A0A126GVA7,A0A126GVA7
A0A126LB03,A0A126LB03
A0A0M3LD01,A0A0M3LD01
A0A0X7YLC8,A0A0X7YLC8
A0A0X7YVP5,A0A0X7YVP5
A0A140F384,A0A140F384
A0A1B2FIW1,A0A1B2FIW1
A0A1B3B2J5,A0A1B3B2J5
A0A1X9I4P5,A0A1X9I4P5
A0A1C8DSZ3,A0A1C8DSZ3
A0A1C8DVR5,A0A1C8DVR5
A0A1C8DX53,A0A1C8DX53
A0A1D8QLZ1,A0A1D8QLZ1
B1AQ55,B1AQ55
E2D5S1,E2D5S1
H0Y4B0,H0Y4B0
H0YEA9,H0YEA9
H0YK80,H0YK80
H0YKF9,H0YKF9
I6PEB8,I6PEB8
I6TEY6,I6TEY6
Q13369,Q13369
Q6P707,Q6P707
Q6ZNS9,Q6ZNS9
Q9TNT6,Q9TNT6
S6CBB2,S6CBB2
A0A087WVW4,A0A087WVW4
C1K3N4,C1K3N4
O14857,O14857
Q08947,Q08947
Q658N7,Q658N7
Q9H6Q0,Q9H6Q0
S5DHK4,S5DHK4
S5DLJ6,S5DLJ6
S6CPZ5,S6CPZ5
A0A087WTL9,A0A087WTL9
A0A087WUR6,A0A087WUR6
A0A087WUZ3,A0A087WUZ3
A0A087WWQ2,A0A087WWQ2
A0A087WXF4,A0A087WXF4
D7NNM8,D7NNM8
D7NQT7,D7NQT7
H9NYJ4,H9NYJ4
H9QLC4,H9QLC4
M1F4V1,M1F4V1
Q5QR80,Q5QR80
A0A0A7C9E3,A0A0A7C9E3
A4VCI1,A4VCI1
C7DRS0,C7DRS0
D5FHN7,D5FHN7
F1LLU8,F1LLU8
M9P9N8,M9P9N8
Q14075,Q14075
Q6LDK5,Q6LDK5
Q6P5Y5,Q6P5Y5
Q6ZWI0,Q6ZWI0
Q8NG43,Q8NG43
H7C0R9,H7C0R9
H7C0X6,H7C0X6
Q85KS7,Q85KS7
A3RKJ8,A3RKJ8
F8VVB7,F8VVB7
F8W1G2,F8W1G2
F8W1X1,F8W1X1
I7G101,I7G101
K7QT48,K7QT48
K7WBF9,K7WBF9
Q3B7B9,Q3B7B9
Q6YHU3,Q6YHU3
Q9NQY3,Q9NQY3
A0A075B725,A0A075B725
A0A096YC52,A0A096YC52
B7SFD2,B7SFD2
J7F579,J7F579
J7IJ78,J7IJ78
L8E9P5,L8E9P5
B7XH58,B7XH58
B7Z7P2,B7Z7P2
B7Z9H4,B7Z9H4
E9PD01,E9PD01
J7F508,J7F508
L8EAR3,L8EAR3
L8EB63,L8EB63
Q4W5B1,Q4W5B1
A0A0E3DC71,A0A0E3DC71
A0A140VKC0,A0A140VKC0
A0A142J259,A0A142J259
M0QZL9,M0QZL9
A0A0G2JMD1,A0A0G2JMD1
A0A0G2JR53,A0A0G2JR53
A0A0G2JRY5,A0A0G2JRY5
A0A0G2R1D1,A0A0G2R1D1
A0A0G4KC62,A0A0G4KC62
A0A0S2Z696,A0A0S2Z696
A0A0S4T1D0,A0A0S4T1D0
A0A0S4T1D5,A0A0S4T1D5
A0A0S4T3N9,A0A0S4T3N9
A0A0S4XQY4,A0A0S4XQY4
A0A0J9YW26,A0A0J9YW26
A0A126GW48,A0A126GW48
A0A163VTC2,A0A163VTC2
A0A0N7A4I9,A0A0N7A4I9
A0A0N7A4U3,A0A0N7A4U3
A0A0N9HIM3,A0A0N9HIM3
A0A0K0KRH1,A0A0K0KRH1
A0A0K0KS04,A0A0K0KS04
A0A0U5Q0N0,A0A0U5Q0N0
A0A0U5PZ41,A0A0U5PZ41
A0A0X7YL73,A0A0X7YL73
A0A1L1ZBW4,A0A1L1ZBW4
A0A1L4AAP0,A0A1L4AAP0
A0A068BI53,A0A068BI53
A0A120GWF5,A0A120GWF5
A0A1X9I4E3,A0A1X9I4E3
H3BPT7,H3BPT7
H3BV03,H3BV03
Q14880,Q14880
Q16195,Q16195
Q8NCW7,Q8NCW7
Q9UEU6,Q9UEU6
R4RWW2,R4RWW2
R9Y6Q1,R9Y6Q1
H3BMT7,H3BMT7
H3BNH4,H3BNH4
H3BP13,H3BP13
H3BSK0,H3BSK0
M0QY67,M0QY67
M0R2X7,M0R2X7
Q29707,Q29707
Q29813,Q29813
Q6QBN6,Q6QBN6
Q6QNY5,Q6QNY5
Q6ZNW7,Q6ZNW7
Q75MA1,Q75MA1
Q7Z5N7,Q7Z5N7
Q861C1,Q861C1
T1Q6R9,T1Q6R9
W8Y519,W8Y519
A0A0F7T737,A0A0F7T737
A1L195,A1L195
A1L197,A1L197
A7E2C9,A7E2C9
C0M115,C0M115
C9WEX0,C9WEX0
C9WEX6,C9WEX6
L8E8K7,L8E8K7
Q969L1,Q969L1
L8E8E6,L8E8E6
L8E8V8,L8E8V8
M4MD33,M4MD33
M4VLN4,M4VLN4
S4R2Y6,S4R2Y6
E5E1W3,E5E1W3
H3BNI5,H3BNI5
H3BQI4,H3BQI4
H3BU68,H3BU68
J3KSD7,J3KSD7
J3KT60,J3KT60
K7EJQ1,K7EJQ1
K7EMG2,K7EMG2
O19567,O19567
Q3MS87,Q3MS87
Q5HYL3,Q5HYL3
V9GYY3,V9GYY3
V9K6A9,V9K6A9
K7EN27,K7EN27
A0A0C4DG18,A0A0C4DG18
A0A0K0KR81,A0A0K0KR81
A0A0P1IVV5,A0A0P1IVV5
A0A0M5KPM3,A0A0M5KPM3
A0A0X7YLQ4,A0A0X7YLQ4
A0A0Y0SMK7,A0A0Y0SMK7
A0A140T921,A0A140T921
A0A0X7YV56,A0A0X7YV56
A0A140T915,A0A140T915
A0A140T9X7,A0A140T9X7
A0A1B1FKG8,A0A1B1FKG8
A0A1B1HY13,A0A1B1HY13
A0A1B1UZQ8,A0A1B1UZQ8
A0A1B2FJH1,A0A1B2FJH1
A0A140T974,A0A140T974
A0A140T9Z1,A0A140T9Z1
A0A140FAH9,A0A140FAH9
A0A1B0W1E4,A0A1B0W1E4
A0A1B0W0T5,A0A1B0W0T5
A0A1C3L6A7,A0A1C3L6A7
A0A1X9I585,A0A1X9I585
A0A1C3PHT1,A0A1C3PHT1
A0A1X9I5F3,A0A1X9I5F3
A0A1S5QRJ7,A0A1S5QRJ7
A0A1S5QRK8,A0A1S5QRK8
A0A1U9X9A3,A0A1U9X9A3
A0A1S5QRN3,A0A1S5QRN3
A0A0C4DG51,A0A0C4DG51
A0A0D4WRJ4,A0A0D4WRJ4
A0A0U1RR21,A0A0U1RR21
A0A0D9SEX9,A0A0D9SEX9
A0A0E3DC23,A0A0E3DC23
A0A0E3DCE3,A0A0E3DCE3
A0A0E3DD78,A0A0E3DD78
A0A0E3DDV2,A0A0E3DDV2
A0A0G2JLG4,A0A0G2JLG4
A0A0G4PYP0,A0A0G4PYP0
A0A0S2Z4Q1,A0A0S2Z4Q1
A0A0S4XQV3,A0A0S4XQV3
A0A0M3LB98,A0A0M3LB98
A0A0S4XRD4,A0A0S4XRD4
A0A0S4XRM1,A0A0S4XRM1
A0A126GVG3,A0A126GVG3
A0A1B1SMR9,A0A1B1SMR9
A0A1C8DX85,A0A1C8DX85
A0A1C8DTI6,A0A1C8DTI6
A0A1D3TZL4,A0A1D3TZL4
A0A1J0Q6C2,A0A1J0Q6C2
A0A1W1B6E6,A0A1W1B6E6
A0A1W2PPN5,A0A1W2PPN5
A0A1W2PRA3,A0A1W2PRA3
A0A1X9I4F3,A0A1X9I4F3
A0A1X9I4W5,A0A1X9I4W5
A0A1W2PRF9,A0A1W2PRF9
A0A1W2PS52,A0A1W2PS52
A0A288Q9W1,A0A288Q9W1
A0A288QS93,A0A288QS93
A0A2H4WPX0,A0A2H4WPX0
A0A2H4WPZ2,A0A2H4WPZ2
A0A0J9YX63,A0A0J9YX63
A0A0J9YXQ8,A0A0J9YXQ8
A0A0J9YYC8,A0A0J9YYC8
A0A0M3LBB1,A0A0M3LBB1
A0A0N7A4B8,A0A0N7A4B8
A0A0N7AHK7,A0A0N7AHK7
A0A0K0KR47,A0A0K0KR47
A0A0K0KR79,A0A0K0KR79
A0A0K0KSP0,A0A0K0KSP0
A0A0N7A4W4,A0A0N7A4W4
A0A0N9FIP2,A0A0N9FIP2
A0A1I7PB68,A0A1I7PB68
A0A1L2BM34,A0A1L2BM34
A0A1L1Z878,A0A1L1Z878
A0A1U9X811,A0A1U9X811
A0A1X9I4W4,A0A1X9I4W4
A0A1X9I523,A0A1X9I523
A0A1U9X9B3,A0A1U9X9B3
A0A1X9I517,A0A1X9I517
A0A1U9X8U3,A0A1U9X8U3
A0A1U9XMB3,A0A1U9XMB3
A0A1S6GNB8,A0A1S6GNB8
A0A1S5QQZ8,A0A1S5QQZ8
A0A1S5QQP6,A0A1S5QQP6
A0A1S5QRI0,A0A1S5QRI0
A0A1S5QRI9,A0A1S5QRI9
A0A2I7FST0,A0A2I7FST0
A0A2K4XGC8,A0A2K4XGC8
A0A0X7YU48,A0A0X7YU48
A0A140T9C6,A0A140T9C6
A0A1B2RCV6,A0A1B2RCV6
A0A1B2RVQ2,A0A1B2RVQ2
A0A1W6IYK2,A0A1W6IYK2
A0A1W1B5M5,A0A1W1B5M5
A0A1W2PP61,A0A1W2PP61
A0A1W2PP78,A0A1W2PP78
A0A1W2PQ40,A0A1W2PQ40
A0A1W2PR89,A0A1W2PR89
A0A1W2PRF0,A0A1W2PRF0
A0A1W2PRR1,A0A1W2PRR1
A0A1W2PR51,A0A1W2PR51
A0A1W2PS48,A0A1W2PS48
A0A220T1R9,A0A220T1R9
A0A286RNG0,A0A286RNG0
A0A288Q9I4,A0A288Q9I4
A0A288Q9R2,A0A288Q9R2
A0A2H4G076,A0A2H4G076
A0A2P9AFE3,A0A2P9AFE3
A0A2P9ATM3,A0A2P9ATM3
A0A2P9ATG6,A0A2P9ATG6
A0A2P9ADR3,A0A2P9ADR3
A0A2P9ADW4,A0A2P9ADW4
A0A2P9AKW0,A0A2P9AKW0
A0A2P9ALW2,A0A2P9ALW2
A0A2P9AN47,A0A2P9AN47
A0A2P9AN54,A0A2P9AN54
A0A2P9APN3,A0A2P9APN3
A0A2P9ASU8,A0A2P9ASU8
A0A1P8J804,A0A1P8J804
A0A1L1ZBL2,A0A1L1ZBL2
A0A1U9IGJ0,A0A1U9IGJ0
A0A1U9X8D6,A0A1U9X8D6
A0A1X9I492,A0A1X9I492
A0A1X9I5I3,A0A1X9I5I3
A0A286MCE5,A0A286MCE5
A0A286YFF8,A0A286YFF8
A0A288QA38,A0A288QA38
A0A288R1A9,A0A288R1A9
A0A288QCK3,A0A288QCK3
A0A2H4FZC7,A0A2H4FZC7
A0A2H4G080,A0A2H4G080
A0A2H4G0I2,A0A2H4G0I2
A0A2H4G2R1,A0A2H4G2R1
A0A2H4WQ08,A0A2H4WQ08
A0A2I4PZC4,A0A2I4PZC4
A0A2I6J4B5,A0A2I6J4B5
A0A2I4PZJ5,A0A2I4PZJ5
A0A2I4PZM7,A0A2I4PZM7
A0A2I4Q039,A0A2I4Q039
A0A2I6Q7B5,A0A2I6Q7B5
A0A2K4XGL9,A0A2K4XGL9
A0A2K4Z9X3,A0A2K4Z9X3
A0A2P1N6T5,A0A2P1N6T5
A0A2P9ADH5,A0A2P9ADH5
A1A4S2,A1A4S2
B3KM70,B3KM70
B3KXP8,B3KXP8
B4DE02,B4DE02
B4DL92,B4DL92
B4DLC4,B4DLC4
B4DM01,B4DM01
B4DM56,B4DM56
B4DS78,B4DS78
B4DSF8,B4DSF8
B4DX45,B4DX45
B4DXR2,B4DXR2
B4DZ47,B4DZ47
C6GLQ0,C6GLQ0
Q4G155,Q4G155
Q4GHR2,Q4GHR2
Q9UFF2,Q9UFF2
V5NRB3,V5NRB3
A5HC25,A5HC25
B3KNL1,B3KNL1
C6K4J0,C6K4J0
D9UAV9,D9UAV9
D9ZHP6,D9ZHP6
G0ZMJ6,G0ZMJ6
G9I2M2,G9I2M2
Q53HV1,Q53HV1
Q59EM0,Q59EM0
Q59GK6,Q59GK6
V5L5N9,V5L5N9
A0A0B4J2A8,A0A0B4J2A8
B2WRF9,B2WRF9
B6CH46,B6CH46
B6V6K7,B6V6K7
B7Z515,B7Z515
D6RAE4,D6RAE4
D6RAL1,D6RAL1
D6RDU4,D6RDU4
D6RHI9,D6RHI9
D6RIR6,D6RIR6
F8LFZ5,F8LFZ5
F8R113,F8R113
F8R8L1,F8R8L1
F8RHM7,F8RHM7
F8WA97,F8WA97
F8WAW7,F8WAW7
F8WAZ6,F8WAZ6
F8WBQ1,F8WBQ1
F8WD24,F8WD24
F8WF25,F8WF25
Q05C09,Q05C09
Q5HYC4,Q5HYC4
Q67AJ9,Q67AJ9
Q67AM0,Q67AM0
Q86UL6,Q86UL6
Q96LU8,Q96LU8
B4DL19,B4DL19
B5B8Y8,B5B8Y8
E5RH36,E5RH36
J3QRJ3,J3QRJ3
A0A1S5QQS1,A0A1S5QQS1
A0A1W2PS40,A0A1W2PS40
A0A2P9AX38,A0A2P9AX38
A0A2P9ADV6,A0A2P9ADV6
A0A2P9AHW9,A0A2P9AHW9
A0A2P9AQ64,A0A2P9AQ64
A0A2P9AE28,A0A2P9AE28
A0A2P9AL23,A0A2P9AL23
A0A2P9AQ83,A0A2P9AQ83
A0A2P9AWM3,A0A2P9AWM3
B0QYK8,B0QYK8
B2RCZ6,B2RCZ6
B4DI95,B4DI95
B4DIA5,B4DIA5
B4DJ73,B4DJ73
B4DKC1,B4DKC1
B4YCG0,B4YCG0
B9A070,B9A070
E5RH38,E5RH38
F6T5D1,F6T5D1
G3D6G2,G3D6G2
G9FJH6,G9FJH6
K7QX51,K7QX51
M9P9K6,M9P9K6
M9P9X0,M9P9X0
Q5HY40,Q5HY40
Q5T2B7,Q5T2B7
F2VNJ3,F2VNJ3
J3QL12,J3QL12
J3QQW1,J3QQW1
J3QRR5,J3QRR5
J3QRZ1,J3QRZ1
A0A1B0GTK3,A0A1B0GTK3
A4D2N6,A4D2N6
A5XEJ5,A5XEJ5
D6MJK7,D6MJK7
E7ENK1,E7ENK1
E7EPA0,E7EPA0
E7EU13,E7EU13
F2VNJ2,F2VNJ2
G8B1X7,G8B1X7
O95597,O95597
Q45WA4,Q45WA4
Q5FBW4,Q5FBW4
Q6ZV00,Q6ZV00
Q86VA8,Q86VA8
Q8IV39,Q8IV39
D4HPA8,D4HPA8
H7C265,H7C265
H7C3V2,H7C3V2
U5YBV5,U5YBV5
V9H1E3,V9H1E3
A4Z7H3,A4Z7H3
B3KWJ4,B3KWJ4
B4DGZ9,B4DGZ9
B4DTZ8,B4DTZ8
C9J055,C9J055
C9J1P7,C9J1P7
C9JM64,C9JM64
C9JYN0,C9JYN0
H8WV66,H8WV66
H9E7C7,H9E7C7
H9E7H5,H9E7H5
H9MQS6,H9MQS6
Q68D33,Q68D33
Q75MI5,Q75MI5
Q9NSR3,Q9NSR3
Q9NY86,Q9NY86
B4DN41,B4DN41
B4DU83,B4DU83
B4DUA2,B4DUA2
B4E2G7,B4E2G7
C9JT45,C9JT45
D5FUE4,D5FUE4
F4NBV8,F4NBV8
Q5JX45,Q5JX45
A0A0A7CAF0,A0A0A7CAF0
B7Z1D7,B7Z1D7
B8Y1X4,B8Y1X4
B9EGQ8,B9EGQ8
C9J387,C9J387
C9JEC5,C9JEC5
C9JHJ7,C9JHJ7
C9JQS9,C9JQS9
C9JXR6,C9JXR6
E9PDL8,E9PDL8
E9PKQ7,E9PKQ7
G1ENJ6,G1ENJ6
G1EP76,G1EP76
G1EP87,G1EP87
G1EQ00,G1EQ00
G1FFF1,G1FFF1
K9L8C3,K9L8C3
Q7KZ28,Q7KZ28
Q7Z6E7,Q7Z6E7
Q86YN0,Q86YN0
E9LXZ7,E9LXZ7
E9PI06,E9PI06
E9PJ96,E9PJ96
E9PKQ5,E9PKQ5
E9PLD7,E9PLD7
E9PM47,E9PM47
E9PQ06,E9PQ06
E9PS70,E9PS70
G1EPN4,G1EPN4
G3V2Y6,G3V2Y6
G3V4Q6,G3V4Q6
G3V5E0,G3V5E0
G3V5J4,G3V5J4
G3V5R9,G3V5R9
A0A286LD98,A0A286LD98
A0A286YFE0,A0A286YFE0
A0A288QCH1,A0A288QCH1
A0A288QY71,A0A288QY71
A0A291NGM1,A0A291NGM1
A0A2H4G050,A0A2H4G050
A0A2H4V0T7,A0A2H4V0T7
A0A2P9AFH6,A0A2P9AFH6
A0A2P9AM97,A0A2P9AM97
A0A2P9AT97,A0A2P9AT97
A0A2P9AE94,A0A2P9AE94
A0A2P9AP83,A0A2P9AP83
A0A2P9ARF3,A0A2P9ARF3
A0A2P9ASN2,A0A2P9ASN2
A0A2P9AWF1,A0A2P9AWF1
A0A2P9AWH8,A0A2P9AWH8
A0A2P9AP86,A0A2P9AP86
A0A2P9ATA2,A0A2P9ATA2
A0A2P9AW72,A0A2P9AW72
A0A2P9ALI1,A0A2P9ALI1
A0A2R8Y6T4,A0A2R8Y6T4
B3KMV5,B3KMV5
B4DDC9,B4DDC9
C6K4E5,C6K4E5
O00356,O00356
V5L865,V5L865
W6SJH9,W6SJH9
B2XGY7,B2XGY7
B2XNG6,B2XNG6
B3KW84,B3KW84
B4DE87,B4DE87
B4DSQ6,B4DSQ6
B4DTN9,B4DTN9
B4E038,B4E038
D2KZ29,D2KZ29
D3GN37,D3GN37
G1EN28,G1EN28
I6M555,I6M555
Q4G992,Q4G992
Q59EU4,Q59EU4
Q59G24,Q59G24
Q59G51,Q59G51
A0A024R8K7,A0A024R8K7
A0A0A7C5P1,A0A0A7C5P1
A0A0A7C5R1,A0A0A7C5R1
A0A0A7C647,A0A0A7C647
A0A0A7CA52,A0A0A7CA52
A0A0A7MGQ3,A0A0A7MGQ3
A0A0A8LCL4,A0A0A8LCL4
A0A0H4LTY8,A0A0H4LTY8
A0A0H4M9Y3,A0A0H4M9Y3
B7Z3Y2,B7Z3Y2
D7PVG8,D7PVG8
E0WBT4,E0WBT4
F8LFN1,F8LFN1
Q05CT3,Q05CT3
Q2TU78,Q2TU78
V5NS83,V5NS83
B7ZLW5,B7ZLW5
B7ZM42,B7ZM42
B9EGI2,B9EGI2
C3VJ06,C3VJ06
G4XPL8,G4XPL8
H0Y507,H0Y507
H0YCV7,H0YCV7
H2EL73,H2EL73
Q3SYD8,Q3SYD8
Q8NFB6,Q8NFB6
Q8TBV9,Q8TBV9
Q9HAY0,Q9HAY0
Q9HD56,Q9HD56
Q9P1H7,Q9P1H7
H0Y4R9,H0Y4R9
H0Y561,H0Y561
H0Y624,H0Y624
H0YA38,H0YA38
H0YDJ3,H0YDJ3
H0YDX0,H0YDX0
H0YLY7,H0YLY7
H0YNA2,H0YNA2
Q5T290,Q5T290
A0A059RU48,A0A059RU48
B2R7Y7,B2R7Y7
B2RBC6,B2RBC6
B2RBM2,B2RBM2
B4DEX0,B4DEX0
C7AZ55,C7AZ55
C7FDS8,C7FDS8
E9LBP6,E9LBP6
E9LY56,E9LY56
F4NBQ5,F4NBQ5
F5GWJ6,F5GWJ6
F5GYY1,F5GYY1
F5H1B2,F5H1B2
F5H2V7,F5H2V7
G9LE82,G9LE82
G9MCL2,G9MCL2
A0A0A0MSA0,A0A0A0MSA0
C7FDS7,C7FDS7
C9JNG5,C9JNG5
F1AQR1,F1AQR1
U3N4F2,U3N4F2
X2BYH4,X2BYH4
A7UP04,A7UP04
A7X5A5,A7X5A5
A8JYI8,A8JYI8
A8K0B9,A8K0B9
A8MT87,A8MT87
E3SWQ2,E3SWQ2
E3T203,E3T203
E3WH37,E3WH37
E7EVH7,E7EVH7
F4YTF8,F4YTF8
F5H2A2,F5H2A2
F6IQE8,F6IQE8
F6KSZ4,F6KSZ4
H0Y393,H0Y393
H0YEG2,H0YEG2
H0YLW4,H0YLW4
I3L0W3,I3L0W3
I3L355,I3L355
I3L467,I3L467
I3L4S6,I3L4S6
Q4VAY2,Q4VAY2
Q53EN0,Q53EN0
Q53F69,Q53F69
Q53S54,Q53S54
Q8WXY5,Q8WXY5
A0A087WXI7,A0A087WXI7
A0A087WXJ6,A0A087WXJ6
E5RIJ7,E5RIJ7
H0Y885,H0Y885
H0YG47,H0YG47
H0YL35,H0YL35
I6NXJ0,I6NXJ0
M1FYE3,M1FYE3
Q05CV2,Q05CV2
Q15098,Q15098
Q29937,Q29937
Q53SA3,Q53SA3
Q5VU10,Q5VU10
Q6P5Q2,Q6P5Q2
Q8IWT9,Q8IWT9
Q9BVU3,Q9BVU3
Q9GIN2,Q9GIN2
S5UGG7,S5UGG7
A0A087WV84,A0A087WV84
A0A087WWY6,A0A087WWY6
A0A087WX16,A0A087WX16
A0A087X147,A0A087X147
A0A087X237,A0A087X237
E5RJM1,E5RJM1
I0EZ71,I0EZ71
Q20WK9,Q20WK9
Q49U52,Q49U52
Q8WY57,Q8WY57
Q96EB9,Q96EB9
V9GYC8,V9GYC8
A0A2I4PZI1,A0A2I4PZI1
A2KBC0,A2KBC0
B1APJ0,B1APJ0
B2R9C3,B2R9C3
B3KQF1,B3KQF1
B3KT70,B3KT70
B3KV65,B3KV65
B3KWA2,B3KWA2
B3KXD2,B3KXD2
B4DE51,B4DE51
B4DJY8,B4DJY8
B4DRF6,B4DRF6
B4DRP7,B4DRP7
B4DRT1,B4DRT1
B4DSF5,B4DSF5
B4DXR7,B4DXR7
B4DYC5,B4DYC5
B4DYZ4,B4DYZ4
B4E061,B4E061
O75811,O75811
Q16484,Q16484
Q5BLN9,Q5BLN9
S4T6M5,S4T6M5
A0A0H4LUA9,A0A0H4LUA9
A6PVK2,A6PVK2
B3KVY6,B3KVY6
B3KW40,B3KW40
C6JSW8,C6JSW8
C6K4G5,C6K4G5
D6RIT4,D6RIT4
F6KRN0,F6KRN0
F8R130,F8R130
F8WDU7,F8WDU7
F8WF44,F8WF44
G1EPU4,G1EPU4
Q05CT8,Q05CT8
Q05D61,Q05D61
Q59H52,Q59H52
Q67AA3,Q67AA3
Q9Y3T1,Q9Y3T1
A0A097Q961,A0A097Q961
A0A0B4J2E8,A0A0B4J2E8
B2ZCX8,B2ZCX8
B4DQY2,B4DQY2
B6D425,B6D425
B6D4Y1,B6D4Y1
B7Z3C9,B7Z3C9
D6C6D3,D6C6D3
D6Q000,D6Q000
D6R4X9,D6R4X9
D6R9Q2,D6R9Q2
D6RAH1,D6RAH1
D6RFM9,D6RFM9
D6RGG2,D6RGG2
F8RHM5,F8RHM5
F8W6A4,F8W6A4
F8W6K3,F8W6K3
F8WC38,F8WC38
F8WCB5,F8WCB5
F8WCR7,F8WCR7
J9ZZ26,J9ZZ26
N0BMQ2,N0BMQ2
Q2PP85,Q2PP85
Q4F2Z9,Q4F2Z9
Q5VZE7,Q5VZE7
Q68EA4,Q68EA4
U5F074,U5F074
B2R673,B2R673
B2RG88,B2RG88
B2YG93,B2YG93
B2ZSE3,B2ZSE3
B4XHE2,B4XHE2
G3D6H2,G3D6H2
M9PAJ3,M9PAJ3
M9ZZ98,M9ZZ98
N0A498,N0A498
Q5T0V7,Q5T0V7
Q5T3N1,Q5T3N1
J3QLM1,J3QLM1
J3QRK1,J3QRK1
J3QSC5,J3QSC5
K7P5S6,K7P5S6
A0A1B0GTY7,A0A1B0GTY7
A0M8X1,A0M8X1
A0N711,A0N711
E7EQJ0,E7EQJ0
E7EU04,E7EU04
E7EUJ7,E7EUJ7
F2X5Z2,F2X5Z2
H7C3Q5,H7C3Q5
H7C4R6,H7C4R6
O95978,O95978
Q5DM88,Q5DM88
Q5MD87,Q5MD87
Q6ZVV4,Q6ZVV4
Q7Z4Q3,Q7Z4Q3
A4D132,A4D132
H7C1L3,H7C1L3
H7C227,H7C227
H7C3P2,H7C3P2
Q8WLR2,Q8WLR2
U5YBK8,U5YBK8
A0A097Q025,A0A097Q025
B4DI14,B4DI14
B4E162,B4E162
